"编号","开始答题时间","结束答题时间","答题时长","1.过去半年里，您在控制体重或改善体型方面处于什么状态?","2.您认真尝试控制体重大概有多久、试过几次?","3.回顾您所有的减脂尝试，效果最好的一次大概是什么情况?","4.回想您减脂""没坚持下去""或""没达到预期""的经历，您觉得最主要的原因是?","4.回想您减脂""没坚持下去""或""没达到预期""的经历，您觉得最主要的原因是?[选项填空]","5.在减脂这件事上，您过去实际接受过哪种外部指导?","6.当您决定开始（或重新开始）减脂时，您通常怎么准备?","7.您平时吃饭主要通过什么方式解决?（请按频率从高到低排序）:【自己做饭】在家自己买菜做饭","7.您平时吃饭主要通过什么方式解决?（请按频率从高到低排序）:【食堂】公司或学校食堂","7.您平时吃饭主要通过什么方式解决?（请按频率从高到低排序）:【外卖】外卖平台点餐","7.您平时吃饭主要通过什么方式解决?（请按频率从高到低排序）:【外出就餐】去餐厅、小吃店等","7.您平时吃饭主要通过什么方式解决?（请按频率从高到低排序）:【家人做饭】家人负责做饭","7.您平时吃饭主要通过什么方式解决?（请按频率从高到低排序）:【便利食品】便利店、预制餐、代餐等","8.基于您的经历，以下饮食方式中，对您体重管理带来最大负面影响的主要是?（请按程度从高到低排序）:【自己做饭】在家自己买菜做饭","8.基于您的经历，以下饮食方式中，对您体重管理带来最大负面影响的主要是?（请按程度从高到低排序）:【食堂】公司或学校食堂","8.基于您的经历，以下饮食方式中，对您体重管理带来最大负面影响的主要是?（请按程度从高到低排序）:【外卖】外卖平台点餐","8.基于您的经历，以下饮食方式中，对您体重管理带来最大负面影响的主要是?（请按程度从高到低排序）:【外出就餐】去餐厅、小吃店等","8.基于您的经历，以下饮食方式中，对您体重管理带来最大负面影响的主要是?（请按程度从高到低排序）:【家人做饭】家人负责做饭","8.基于您的经历，以下饮食方式中，对您体重管理带来最大负面影响的主要是?（请按程度从高到低排序）:【便利食品】便利店、预制餐、代餐等","9.您是否用过AI聊天工具（如ChatGPT、豆包、Kimi等）来咨询健康、饮食、情绪或其他个人问题?","9.您是否用过AI聊天工具（如ChatGPT、豆包、Kimi等）来咨询健康、饮食、情绪或其他个人问题?[选项填空]","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【个性化】是否针对我的具体情况，而不是给通用建议","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【专业性】是否有科学依据或专业知识支撑","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【记忆力】是否记得我之前说过的话和情况","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【态度】语气是否让我舒服，不会有压力或被审判感","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【可执行】能否给出我实际能做到的具体行动建议","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【交流风格】交流方式让我感到舒服","10.您觉得AI聊天工具在回答健康或个人问题时，哪些方面最影响您的信任感?（请按程度由高到低排序）:【不确定】体验不多，说不好","11.您目前的居住情况?","12.对于健康或运动类App的推送通知（比如提醒你记录饮食、该运动了等），您更希望怎样?","13.基于您的实际使用习惯，关于健康管理、体重管理、饮食管理类产品的形式，您的偏好是:A.手机App（独立应用）","13.基于您的实际使用习惯，关于健康管理、体重管理、饮食管理类产品的形式，您的偏好是:B.微信小程序","13.基于您的实际使用习惯，关于健康管理、体重管理、饮食管理类产品的形式，您的偏好是:C.手机网页","13.基于您的实际使用习惯，关于健康管理、体重管理、饮食管理类产品的形式，您的偏好是:D.电脑网页","13.基于您的实际使用习惯，关于健康管理、体重管理、饮食管理类产品的形式，您的偏好是:E.其他____","13.基于您的实际使用习惯，关于健康管理、体重管理、饮食管理类产品的形式，您的偏好是:E.其他____[选项填空]","14.基于您的实际使用习惯，关于AI聊天机器人类产品的形式，您的偏好是:A.手机App（独立应用）","14.基于您的实际使用习惯，关于AI聊天机器人类产品的形式，您的偏好是:B.微信小程序","14.基于您的实际使用习惯，关于AI聊天机器人类产品的形式，您的偏好是:C.手机网页","14.基于您的实际使用习惯，关于AI聊天机器人类产品的形式，您的偏好是:D.电脑网页","14.基于您的实际使用习惯，关于AI聊天机器人类产品的形式，您的偏好是:E.其他____","14.基于您的实际使用习惯，关于AI聊天机器人类产品的形式，您的偏好是:E.其他____[选项填空]","15.当您想了解减脂或健康饮食相关的信息时，通常会怎么做?:【社交媒体】刷或搜小红书、抖音、B站、微信等平台的相关内容","15.当您想了解减脂或健康饮食相关的信息时，通常会怎么做?:【搜索引擎】在百度、Google等搜索具体问题","15.当您想了解减脂或健康饮食相关的信息时，通常会怎么做?:【问AI】用ChatGPT、豆包、Kimi等AI工具咨询","15.当您想了解减脂或健康饮食相关的信息时，通常会怎么做?:【问身边人】问朋友、家人或同事","15.当您想了解减脂或健康饮食相关的信息时，通常会怎么做?:【专业人士】咨询医生、营养师或教练","15.当您想了解减脂或健康饮食相关的信息时，通常会怎么做?:【不太找】基本不主动找信息，凭自己感觉和经验","16.过去一年中，在控制体重这件事上，您大概花了多少钱（人民币）?","17.您的性别","18.您的年龄段","19.您目前所在城市属于哪一类?","20.您日常最常使用的内容平台是?:小红书","20.您日常最常使用的内容平台是?:抖音","20.您日常最常使用的内容平台是?:微信公众号/视频号","20.您日常最常使用的内容平台是?:B站","20.您日常最常使用的内容平台是?:知乎","20.您日常最常使用的内容平台是?:微博","20.您日常最常使用的内容平台是?:其他 ____","20.您日常最常使用的内容平台是?:其他 ____[选项填空]","21.您觉得以下哪个描述最接近您目前的体重状况?","22.您如何评价您在当下或近期的减肥/减脂/体重管理意愿强度？","23.如果您曾认真跟着某个人的建议（私教、营养师、朋友或网上方法）减脂过，请说说：他们做了什么让您坚持下来?或者为什么后来没坚持下来?","24.我们正在开发一款AI行为教练减脂产品，近期将邀请少量用户免费优先体验。体验前会进行一次10-15分钟的简短沟通（线上），了解您的真实需求，确保产品对您有帮助。如果您感兴趣，请留下微信号，我们会单独联系您。","25.如果您知道自己的MBTI类型，请选择","26.请简要描述最近一次您""本来不打算吃/喝但还是吃了""的经历——当时什么时间、什么场景、事后怎么想的?（3-5句话即可）","27.如果您曾认真跟着某个人的建议（私教、营养师、朋友或网上方法）减脂过，请说说：他们做了什么让您坚持下来?或者为什么后来没坚持下来?","28.我们正在开发一款AI行为教练减脂产品，近期将邀请少量用户免费优先体验。体验前会进行一次15-20分钟的简短沟通（线上或线下），了解您的真实需求，确保产品对您有帮助。如果您感兴趣，请留下联系方式（微信号），我们会单独联系您。","语言","清洗数据结果","智能清洗数据无效概率","地理位置国家和地区","地理位置省","地理位置市","用户类型","用户标识","昵称","自定义字段","IP","UA","Referrer","投放名称","配额分组名称",
"40","17-Apr-2026 09:13:48","17-Apr-2026 09:17:36","228","B.【断断续续】时有时无，没有稳定执行","B.【短期多次】不到1年，3次以上","B.【有效但反弹】明显瘦了（5斤以上），但后来反弹了","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","C.【跟过网上方法】认真按网上或社交媒体看到的方法执行过","B.【大致方向】心里有个大概目标和方向，但不会细化到每天","2","1","3","","","","","","1","2","","","C.【聊过但不信】咨询过健康或个人问题，但觉得回答太泛泛，不太信任","","","","1","2","3","","","B.【与伴侣/家人同住】和伴侣或家人住在一起","B.【中频】每天3-5次，只要内容有用就欢迎","1","2","","","","","1","3","2","4","","","2","5","3","4","1","","A.【没花过钱】","B.女","B.25-30岁","C.【二线及以下】其他城市","","B.抖音","C.微信公众号/视频号","","","","","","B.【中等基数】有一些多余体重，想减5-15斤左右","6","感觉节食好痛苦没坚持","","Q.不知道","晚上夜宵吃了怕胖不吃饿得慌","节食减肥没坚持住","	18730137218","简体中文","未清洗","","中国","河北省","石家庄市","微信","o86_0jpss8lYxfUN7xlSrINWKfv8","ღ᭄玉面小飞龙ღ","","2409:8907:10d9:799:48a7:84ff:fe5c:24e9","Mozilla/5.0 (Linux; Android 13; PHK110 Build/SKQ1.221119.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.177 Mobile Safari/537.36 XWEB/1460055 MMWEBSDK/20260202 MMWEBID/603 REV/720277cc53567bd044b8e7b4a57e97672f3fc295 MicroMe","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"39","17-Apr-2026 09:15:14","17-Apr-2026 09:17:16","122","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","B.【短期多次】不到1年，3次以上","B.【有效但反弹】明显瘦了（5斤以上），但后来反弹了","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","B.【跟过身边人】认真按朋友或家人的建议执行过","B.【大致方向】心里有个大概目标和方向，但不会细化到每天","2","5","3","1","4","6","4","1","3","2","5","6","B.【只聊工作】用过，但只问工作、学习等功能性问题，没聊过个人话题","","","","","","","","","B.【与伴侣/家人同住】和伴侣或家人住在一起","C.【适度】每天1-2次，帮我保持节奏","2","3","1","4","","","3","2","1","4","","","3","1","2","4","6","5","C.【一千到三千】（不含三千）","A.男","A.18-24岁","B.【新一线】杭州、成都、南京、武汉、重庆、苏州、西安、长沙、天津等","A.小红书","B.抖音","","","","","","","B.【中等基数】有一些多余体重，想减5-15斤左右","9","因为想让自己更好。","	15090824987","F.INFP","自己再去吃蛋糕的时候会额外注意，吃一些高热量的食物会克制克制。","咨询过专业的医生。","	15090824987","简体中文","未清洗","","中国","山西省","晋中市","微信","o86_0jmh1TXq9ZjpI3w9gPmbplIo","小缘","","2408:8427:aa11:c711::1","Mozilla/5.0 (Linux; Android 16; PLA110 Build/BP2A.250605.015; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/142.0.7444.173 Mobile Safari/537.36 XWEB/1420283 MMWEBSDK/20260201 MMWEBID/4336 MicroMessenger/8.0.69.3040(0x2800455E) WeChat/arm64","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"38","17-Apr-2026 09:12:21","17-Apr-2026 09:17:14","293","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","B.【短期多次】不到1年，3次以上","B.【有效但反弹】明显瘦了（5斤以上），但后来反弹了","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","C.【跟过网上方法】认真按网上或社交媒体看到的方法执行过","B.【大致方向】心里有个大概目标和方向，但不会细化到每天","3","2","1","4","5","6","5","3","1","4","6","2","D.【聊过且有用】咨询过个人问题，觉得有些建议还挺有参考价值","","2","1","3","4","5","6","7","B.【与伴侣/家人同住】和伴侣或家人住在一起","C.【适度】每天1-2次，帮我保持节奏","1","2","3","4","","","1","2","3","4","","","4","5","1","2","3","6","B.【数百元】","A.男","D.41岁以上","A.【一线】北京、上海、广州、深圳","A.小红书","","C.微信公众号/视频号","","","","","","B.【中等基数】有一些多余体重，想减5-15斤左右","7","对于食物，我有自己的喜好，总的来说就是管不住嘴","","A.INTJ","上周末晚餐的时候，天气有点热，就来了两瓶啤酒，感觉一天的努力就白费了","总的来说就是管不住嘴，贪吃","	13560010835","简体中文","未清洗","","中国","北京市","北京市","微信","o86_0jpX3fOXgsq39VpOaoys_q0g","Tom","","2409:8900:63f9:49f:41e4:3aad:dae3:e33f","Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.70(0x18004639) NetType/4G Language/zh_CN","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"37","17-Apr-2026 09:15:06","17-Apr-2026 09:17:07","121","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","C.【中期少次】1-3年，1-2次","A.【成功维持】达到了目标体重或体型，并维持了3个月以上","A.【方案难执行】方案太严格或太理想化，放到现实生活中根本做不到","","A.【跟过专业人士】认真按私教、营养师或医生的指导执行过","A.【详细计划】先制定具体方案（目标体重、每天/每周安排、饮食计划等）","1","3","6","5","2","4","1","3","4","6","2","5","E.【经常依赖】经常用AI聊个人问题，已经当作一个可信赖的参考来源","","1","2","3","4","5","6","7","A.【独居】一个人住","A.【高频】每天6次以上，只要内容有用就欢迎","1","2","3","4","","","1","2","3","4","","","1","2","5","3","4","6","B.【数百元】","B.女","B.25-30岁","A.【一线】北京、上海、广州、深圳","A.小红书","B.抖音","C.微信公众号/视频号","","","","","","C.【小基数】体重基本正常范围，想更精致或改善线条（5斤以内或塑形为主）","10","没有","	18346353568","C.ENTJ","没有","没有","	1568656858","简体中文","未清洗","","中国","黑龙江省","哈尔滨市","微信","o86_0jkBunEwWxo2O0zUP-w-hy1E","微","","1.189.236.220","Mozilla/5.0 (Linux; Android 11; PCAM10 Build/RP1A.200720.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.153 Mobile Safari/537.36 XWEB/1460043 MMWEBSDK/20260202 MMWEBID/2207 MicroMessenger/8.0.70.3060(0x28004634) WeChat/arm64","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"36","17-Apr-2026 09:10:43","17-Apr-2026 09:16:54","371","B.【断断续续】时有时无，没有稳定执行","A.【短期少次】不到1年，1-2次","A.【成功维持】达到了目标体重或体型，并维持了3个月以上","D.【一次就崩】一次没控制住之后，就很难重新开始，容易越来越松","","C.【跟过网上方法】认真按网上或社交媒体看到的方法执行过","D.【搜集信息】先大量搜集信息和方法，做足功课再开始行动","6","1","5","2","4","3","1","6","3","2","4","5","C.【聊过但不信】咨询过健康或个人问题，但觉得回答太泛泛，不太信任","","1","2","3","4","5","7","6","B.【与伴侣/家人同住】和伴侣或家人住在一起","C.【适度】每天1-2次，帮我保持节奏","1","2","3","4","","","2","1","4","3","","","1","2","3","4","6","5","B.【数百元】","A.男","B.25-30岁","B.【新一线】杭州、成都、南京、武汉、重庆、苏州、西安、长沙、天津等","","B.抖音","C.微信公众号/视频号","D.B站","E.知乎","","","","B.【中等基数】有一些多余体重，想减5-15斤左右","8","","","B.INTP","忍不住","坚持和动力","不","简体中文","未清洗","","中国","重庆市","重庆市","微信","o86_0jtBY19_bpu7fBekzRfSDTOk","爆裂式南极咸鱼","","2409:8a60:9c34:b750:117:f33a:392a:1fbf","Mozilla/5.0 (Linux; Android 16; 25113PN0EC Build/BP2A.250605.031.A3; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.177 Mobile Safari/537.36 XWEB/1460055 MMWEBSDK/20260202 MMWEBID/1420 MicroMessenger/8.0.70.3060(0x2800463A) WeCha","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"35","17-Apr-2026 09:12:03","17-Apr-2026 09:16:52","289","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","B.【短期多次】不到1年，3次以上","A.【成功维持】达到了目标体重或体型，并维持了3个月以上","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","B.【跟过身边人】认真按朋友或家人的建议执行过","B.【大致方向】心里有个大概目标和方向，但不会细化到每天","1","2","4","5","3","6","6","4","1","2","5","3","E.【经常依赖】经常用AI聊个人问题，已经当作一个可信赖的参考来源","","1","6","2","7","3","4","5","B.【与伴侣/家人同住】和伴侣或家人住在一起","B.【中频】每天3-5次，只要内容有用就欢迎","1","2","3","4","5","无","1","2","3","4","5","无","1","4","3","2","5","","B.【数百元】","B.女","C.31-40岁","C.【二线及以下】其他城市","A.小红书","B.抖音","","","","","","","C.【小基数】体重基本正常范围，想更精致或改善线条（5斤以内或塑形为主）","9","没有充足时间","","F.INFP","同学聚会","时间成本","无","简体中文","未清洗","","中国","辽宁省","沈阳市","微信","o86_0jkhT5MxK-K40jI2ZI_k1Kgg","Jiao","","223.101.26.170","Mozilla/5.0 (Linux; Android 12; SM-A5260 Build/SP1A.210812.016; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.177 Mobile Safari/537.36 XWEB/1460055 MMWEBSDK/20260202 MMWEBID/1863 MicroMessenger/8.0.70.3060(0x2800463C) WeChat/arm","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"34","17-Apr-2026 09:10:22","17-Apr-2026 09:16:49","387","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","B.【短期多次】不到1年，3次以上","B.【有效但反弹】明显瘦了（5斤以上），但后来反弹了","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","C.【跟过网上方法】认真按网上或社交媒体看到的方法执行过","A.【详细计划】先制定具体方案（目标体重、每天/每周安排、饮食计划等）","3","1","4","5","2","6","5","4","3","2","6","1","E.【经常依赖】经常用AI聊个人问题，已经当作一个可信赖的参考来源","","2","1","6","5","3","4","","B.【与伴侣/家人同住】和伴侣或家人住在一起","B.【中频】每天3-5次，只要内容有用就欢迎","1","2","3","4","","","1","2","3","4","","","4","5","1","2","3","","C.【一千到三千】（不含三千）","A.男","B.25-30岁","B.【新一线】杭州、成都、南京、武汉、重庆、苏州、西安、长沙、天津等","","","C.微信公众号/视频号","D.B站","","","","","B.【中等基数】有一些多余体重，想减5-15斤左右","8","跟这健美操博主跳操，后来因为工作繁忙没有坚持。","","D.ENTP","本来不打算吃火锅，但是太香了，还是吃了。","跟我朋友一起早上跑步，但是熬夜工作让我早上起不来，就没有坚持。","不感兴趣","简体中文","未清洗","","中国","四川省","成都市","微信","o86_0jhkqMfoVSWWQRDv74TdCUZc","Ran","","2409:8963:102e:7fa7:c838:79ea:a051:f0fc","Mozilla/5.0 (Phone; OpenHarmony 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 ArkWeb/6.0.0.46SP3 Mobile miniProgram/wxf7ee2adef29032d1 MicroMessenger/8.0.16.55(0xf3801037) Weixin NetType/4G Language/zh_CN MMWEBID/2850 MMWEBSDK","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"33","17-Apr-2026 09:13:49","17-Apr-2026 09:16:48","179","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","D.【中期多次】1-3年，3次以上","A.【成功维持】达到了目标体重或体型，并维持了3个月以上","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","B.【跟过身边人】认真按朋友或家人的建议执行过","A.【详细计划】先制定具体方案（目标体重、每天/每周安排、饮食计划等）","1","2","4","3","5","6","2","3","1","4","5","6","D.【聊过且有用】咨询过个人问题，觉得有些建议还挺有参考价值","","1","4","2","5","3","7","6","B.【与伴侣/家人同住】和伴侣或家人住在一起","B.【中频】每天3-5次，只要内容有用就欢迎","1","2","4","3","5","专家","3","2","4","1","5","平板","1","2","3","4","5","6","C.【一千到三千】（不含三千）","A.男","C.31-40岁","B.【新一线】杭州、成都、南京、武汉、重庆、苏州、西安、长沙、天津等","A.小红书","B.抖音","","","","","","","B.【中等基数】有一些多余体重，想减5-15斤左右","9","","","B.INTP","不想吃但是太饿了，就吃了","他们讲了不遵守的不良后果","	17635534242","简体中文","未清洗","","中国","山西省","长治市","微信","o86_0jvJPSw509BCjQhyzQnebaLQ","集中一点 登峰造极","","2409:890e:3408:562b:d4b0:bccc:6adc:4477","Mozilla/5.0 (Linux; Android 15; V2339A Build/AP3A.240905.015.A2; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/146.0.7680.153 Mobile Safari/537.36 XWEB/1460043 MMWEBSDK/20260201 MMWEBID/2832 MicroMessenger/8.0.69.3040(0x2800455E) WeChat/ar","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"32","17-Apr-2026 09:12:57","17-Apr-2026 09:16:48","231","B.【断断续续】时有时无，没有稳定执行","B.【短期多次】不到1年，3次以上","C.【效果有限】有一点效果，但离目标还很远","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","C.【跟过网上方法】认真按网上或社交媒体看到的方法执行过","D.【搜集信息】先大量搜集信息和方法，做足功课再开始行动","2","1","3","4","6","5","5","4","1","2","6","3","C.【聊过但不信】咨询过健康或个人问题，但觉得回答太泛泛，不太信任","","4","2","6","5","3","7","1","B.【与伴侣/家人同住】和伴侣或家人住在一起","C.【适度】每天1-2次，帮我保持节奏","1","2","3","4","","","2","1","3","4","","","1","3","2","5","4","6","B.【数百元】","A.男","B.25-30岁","A.【一线】北京、上海、广州、深圳","","","C.微信公众号/视频号","D.B站","","F.微博","","","C.【小基数】体重基本正常范围，想更精致或改善线条（5斤以内或塑形为主）","9","","","Q.不知道","wu","wu","wu","简体中文","未清洗","","中国","广东省","深圳市","微信","o86_0jtprC70gc5aH6jD7ge8rYcc","xx","","120.234.90.21","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 MicroMessenger/7.0.20.1781(0x6700143B) NetType/WIFI MiniProgramEnv/Windows WindowsWechat/WMPF WindowsWechat(0x63090a13) UnifiedPCWindowsWechat(","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"31","17-Apr-2026 09:14:33","17-Apr-2026 09:16:36","123","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","C.【中期少次】1-3年，1-2次","A.【成功维持】达到了目标体重或体型，并维持了3个月以上","A.【方案难执行】方案太严格或太理想化，放到现实生活中根本做不到","","A.【跟过专业人士】认真按私教、营养师或医生的指导执行过","A.【详细计划】先制定具体方案（目标体重、每天/每周安排、饮食计划等）","3","2","4","5","1","6","6","4","2","1","5","3","E.【经常依赖】经常用AI聊个人问题，已经当作一个可信赖的参考来源","","2","1","5","3","4","6","7","B.【与伴侣/家人同住】和伴侣或家人住在一起","A.【高频】每天6次以上，只要内容有用就欢迎","1","2","3","4","5","	2","1","2","3","4","5","l","5","1","2","3","4","6","D.【三千到一万】（不含一万）","B.女","B.25-30岁","A.【一线】北京、上海、广州、深圳","A.小红书","B.抖音","","","","","","","A.【大基数】明显超重，想减的体重较多（15斤以上）","9","","","B.INTP","干","	60","	68","简体中文","未清洗","","中国","江苏省","苏州市","微信","o86_0jvRmmHSUX9L_gUGTQPIQSss","哄哄 ","","2409:8a20:4810:f1d0:80b1:f627:e8e7:cbaf","Mozilla/5.0 (Linux; Android 14; PJS110 Build/TP1A.220905.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/142.0.7444.173 Mobile Safari/537.36 XWEB/1420283 MMWEBSDK/20250201 MMWEBID/6481 MicroMessenger/8.0.58.2841(0x28003A35) WeChat/arm64","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"30","17-Apr-2026 09:10:40","17-Apr-2026 09:16:35","355","B.【断断续续】时有时无，没有稳定执行","D.【中期多次】1-3年，3次以上","B.【有效但反弹】明显瘦了（5斤以上），但后来反弹了","C.【看不到效果】坚持了一段时间，但看不到明显变化，慢慢就放弃了","","C.【跟过网上方法】认真按网上或社交媒体看到的方法执行过","C.【直接行动】不太做计划，想到就开始，边做边调整","3","4","1","2","5","","5","4","1","3","6","2","C.【聊过但不信】咨询过健康或个人问题，但觉得回答太泛泛，不太信任","","3","4","1","2","5","6","7","A.【独居】一个人住","C.【适度】每天1-2次，帮我保持节奏","1","2","3","4","","","1","2","3","4","","","1","3","2","4","5","6","C.【一千到三千】（不含三千）","A.男","B.25-30岁","C.【二线及以下】其他城市","","B.抖音","C.微信公众号/视频号","","","","","","A.【大基数】明显超重，想减的体重较多（15斤以上）","7","工作经常加班不规律，回家就想躺着","A1625628609","C.ENTJ","上周三家里点外卖，睡前本来不想吃了，但看美食视频还是馋了，吃完就后悔了","工作忙，经常加班，回家就想躺着","A1625628609","简体中文","未清洗","","中国","内蒙古自治区","包头市","微信","o86_0jqCgiQmLwQLkXVJ5oGmxUAk","wǒ bù zhī dào🌻","","2408:842c:1500:8dc8:c3c:c6ff:fee9:212d","Mozilla/5.0 (Linux; Android 15; 23049RAD8C Build/AQ3A.250226.002; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/142.0.7444.173 Mobile Safari/537.36 XWEB/1420283 MMWEBSDK/20260202 MMWEBID/6023 REV/009df8df2977fdbf29f25db1f9f4439aab34be2f Mi","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
"29","17-Apr-2026 09:14:11","17-Apr-2026 09:16:32","141","A.【正在执行】是的，我目前正在执行某种方案（饮食控制、运动、用药等）","B.【短期多次】不到1年，3次以上","B.【有效但反弹】明显瘦了（5斤以上），但后来反弹了","B.【节奏被打乱】出差、换工作、考试期、生活变动等，被迫中断后就没再接上","","B.【跟过身边人】认真按朋友或家人的建议执行过","B.【大致方向】心里有个大概目标和方向，但不会细化到每天","4","6","1","2","3","5","1","3","2","5","6","4","C.【聊过但不信】咨询过健康或个人问题，但觉得回答太泛泛，不太信任","","3","1","7","6","2","5","4","B.【与伴侣/家人同住】和伴侣或家人住在一起","D.【低频】一周几次就够了，太频繁会关掉","2","1","4","3","","","4","2","1","3","","","5","2","6","3","1","4","B.【数百元】","B.女","A.18-24岁","B.【新一线】杭州、成都、南京、武汉、重庆、苏州、西安、长沙、天津等","","B.抖音","","D.B站","","","","","C.【小基数】体重基本正常范围，想更精致或改善线条（5斤以内或塑形为主）","7","坚持健身，因为工作很累没坚持","	2158935","B.INTP","很想抑制住食欲","私教","	452698721","简体中文","未清洗","","中国","内蒙古自治区","赤峰市","微信","o86_0jq0Lih3bmDDYCwdbhbrNbXc","不如吃茶去","","202.99.231.26","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 MicroMessenger/7.0.20.1781(0x6700143B) NetType/WIFI MiniProgramEnv/Windows WindowsWechat/WMPF WindowsWechat(0x63090a13) UnifiedPCWindowsWechat(","https://wj.qq.com/s2/26364901/e71e/","《减脂行为与习惯调查（第二期）》投放任务1","样本分组1",
